cg00042882	7	100796809			AP1S1	NM_001283	TSS1500	chr7:100797532-100798479	N_Shore	ClassA	chr7:100797532-100798479*N_Shore	2	0
cg00042914	18	24446311		rs78124325	C18orf16;AQP4	NR_026908;NM_001650	Body;TSS1500	chr18:24443200-24443458	S_Shelf	ClassA	chr18:24443200-24443458*S_Shelf	4	0
cg00043004	16	2030892			NOXO1;NOXO1;NOXO1	NM_172167;NM_144603;NM_172168	Body;Body;Body	chr16:2028987-2030710	S_Shore	ClassA	chr16:2028987-2030710*S_Shore	3	0
cg00043005	19	2227429			DOT1L	NM_032482	Body	chr19:2226193-2228342	Island	ClassA	chr19:2226193-2228342*Island	4	0
cg00043043	7	92154718			PEX1	NM_000466	Body	chr7:92157487-92158405	N_Shelf	ClassA	chr7:92157487-92158405*N_Shelf	1	0
cg00043076	4	8443777	rs62287362		ACOX3;ACOX3	NM_001101667;NM_003501	TSS1500;TSS1500	chr4:8442433-8443113	S_Shore	ClassA	chr4:8442433-8443113*S_Shore	3	0
cg00043080	19	40853155			PLD3;PLD3;C19orf47	NM_012268;NM_001031696;NM_178830	TSS1500;TSS1500;5'UTR	chr19:40854180-40854733	N_Shore	ClassA	chr19:40854180-40854733*N_Shore	9	0
cg00043095	2	223289277			SGPP2	NM_152386	TSS200	chr2:223288922-223290013	Island	ClassA	chr2:223288922-223290013*Island	8	0
cg00043284	17	77955342	rs12601083		TBC1D16	NM_019020	Body	chr17:77955491-77955693	N_Shore	ClassA	chr17:77955491-77955693*N_Shore	5	0
cg00043324	1	247195817	rs2642988							ClassD		NA	0
cg00043364	5	133916105			PHF15	NM_015288	3'UTR			ClassC		NA	0
cg00043371	17	71188425			COG1	NM_018714	TSS1500	chr17:71188407-71189458	Island	ClassA	chr17:71188407-71189458*Island	11	0
cg00043379	11	69634240			FGF3	NM_005247	TSS200	chr11:69632033-69634710	Island	ClassA	chr11:69632033-69634710*Island	23	0
cg00043444	6	134384706								ClassD		NA	0
cg00043510	1	235814134			GNG4;GNG4;GNG4	NM_001098722;NM_001098721;NM_004485	TSS1500;TSS200;TSS200	chr1:235814280-235814488	N_Shore	ClassA	chr1:235814280-235814488*N_Shore	3	0
cg00043524	6	169951954			WDR27	NM_182552	Body			ClassC		NA	0
cg00043564	7	101005832			EMID2	NM_133457	TSS1500	chr7:101005899-101007443	N_Shore	ClassA	chr7:101005899-101007443*N_Shore	2	0
cg00043591	7	156874860						chr7:156871054-156871297	S_Shelf	ClassB	chr7:156871054-156871297*S_Shelf	1	0
cg00043599	1	45274600			BTBD19	NM_001136537	Body	chr1:45271679-45272318	S_Shelf	ClassA	chr1:45271679-45272318*S_Shelf	2	0
cg00043788	20	25062754			VSX1;VSX1;VSX1;VSX1	NM_199425;NM_014588;NM_014588;NM_199425	5'UTR;1stExon;5'UTR;1stExon	chr20:25061761-25062928	Island	ClassA	chr20:25061761-25062928*Island	10	0
cg00043790	1	6093972			KCNAB2;KCNAB2	NM_003636;NM_172130	5'UTR;5'UTR			ClassC		NA	0
cg00043792	10	26219304	rs28742075					chr10:26222921-26224022	N_Shelf	ClassB	chr10:26222921-26224022*N_Shelf	1	0
cg00043800	2	74612144			LOC100189589	NR_024463	TSS1500			ClassC		NA	0
cg00043819	4	185942529	rs79035652					chr4:185939222-185942747	Island	ClassB	chr4:185939222-185942747*Island	7	0
cg00043949	6	169900951	rs34340143		WDR27	NM_182552	Body			ClassC		NA	0
cg00044050	16	11439710			C16orf75	NM_152308	Body	chr16:11439186-11439767	Island	ClassA	chr16:11439186-11439767*Island	6	0
cg00044097	2	106055153			FHL2;FHL2	NM_201557;NM_201557	1stExon;5'UTR			ClassC		NA	0
cg00044107	6	75795067			COL12A1;COL12A1	NM_080645;NM_004370	3'UTR;3'UTR	chr6:75794880-75795088	Island	ClassA	chr6:75794880-75795088*Island	3	0
cg00044170	12	2986348			FOXM1;FOXM1;C12orf32;C12orf32;C12orf32;FOXM1	NM_202003;NM_202002;NR_027363;NR_027364;NR_027365;NM_021953	TSS200;TSS200;TSS200;TSS200;TSS200;TSS200	chr12:2985978-2986639	Island	ClassA	chr12:2985978-2986639*Island	7	0
cg00044245	6	94128889			EPHA7	NM_004440	Body	chr6:94126272-94129677	Island	ClassA	chr6:94126272-94129677*Island	17	0
cg00044289	12	121019603			POP5;POP5	NM_198202;NM_015918	TSS1500;TSS1500	chr12:121018728-121019369	S_Shore	ClassA	chr12:121018728-121019369*S_Shore	4	0
cg00044299	18	24126361			KCTD1;KCTD1;KCTD1	NM_001136205;NM_001142730;NM_198991	5'UTR;Body;5'UTR	chr18:24126780-24131138	N_Shore	ClassA	chr18:24126780-24131138*N_Shore	4	0
cg00044318	19	34988751			WTIP	NM_001080436	Body	chr19:34988748-34988951	Island	ClassA	chr19:34988748-34988951*Island	4	0
cg00044354	1	67389884			MIER1;WDR78;MIER1;MIER1;MIER1;MIER1;MIER1;WDR78;MIER1;MIER1	NM_001146112;NM_024763;NM_001077700;NM_001146110;NM_001146111;NM_001146113;NM_001077702;NM_207014;NM_020948;NM_001077703	TSS1500;Body;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;Body;TSS1500;TSS1500	chr1:67390468-67391109	N_Shore	ClassA	chr1:67390468-67391109*N_Shore	5	0
cg00044372	16	85070825			KIAA0513	NM_014732	5'UTR			ClassC		NA	0
cg00044463	1	184006933			GLT25D2	NM_015101	TSS200	chr1:184005359-184006766	S_Shore	ClassA	chr1:184005359-184006766*S_Shore	6	0
cg00044466	16	15238525								ClassD		NA	0
cg00044501	12	48719777	rs2732453					chr12:48723323-48723876	N_Shelf	ClassB	chr12:48723323-48723876*N_Shelf	3	1
cg00044505	8	48649086						chr8:48649766-48651653	N_Shore	ClassB	chr8:48649766-48651653*N_Shore	5	0
cg00044665	16	66400411			CDH5	NM_001795	TSS200			ClassC		NA	0
cg00044729	22	40290976			ENTHD1	NM_152512	TSS1500			ClassC		NA	0
cg00044796	1	146552390						chr1:146552328-146552577	Island	ClassB	chr1:146552328-146552577*Island	3	0
cg00044871	13	25945811	rs75071211		ATP8A2	NM_016529	TSS1500	chr13:25945993-25946953	N_Shore	ClassA	chr13:25945993-25946953*N_Shore	4	0
cg00044950	6	31855393			EHMT2;EHMT2	NM_006709;NM_025256	Body;Body	chr6:31856896-31857104	N_Shore	ClassA	chr6:31856896-31857104*N_Shore	33	0
cg00044995	19	408683			C2CD4C	NM_001136263	5'UTR	chr19:407011-409511	Island	ClassA	chr19:407011-409511*Island	10	0
cg00045061	8	59571437			NSMAF;NSMAF	NM_003580;NM_001144772	Body;Body	chr8:59571603-59572526	N_Shore	ClassA	chr8:59571603-59572526*N_Shore	4	0
cg00045070	1	55504649			PCSK9	NM_174936	TSS1500	chr1:55505060-55506015	N_Shore	ClassA	chr1:55505060-55506015*N_Shore	4	0
cg00045114	1	172674159								ClassD		NA	0
cg00045118	8	93076177			RUNX1T1;RUNX1T1;RUNX1T1	NM_175634;NM_175635;NM_004349	Body;5'UTR;TSS1500			ClassC		NA	0
cg00045190	6	33216612						chr6:33216103-33217463	Island	ClassB	chr6:33216103-33217463*Island	41	0
cg00045227	11	56467944			OR8U8;OR9G9;OR9G1	NM_001013356;NM_001013358;NM_001005213	Body;1stExon;1stExon			ClassC		NA	0
cg00045275	1	43389643						chr1:43389835-43390551	N_Shore	ClassB	chr1:43389835-43390551*N_Shore	4	0
cg00045303	21	37432620			SETD4;SETD4	NM_017438;NM_001007259	5'UTR;TSS200	chr21:37432123-37433150	Island	ClassA	chr21:37432123-37433150*Island	9	0
cg00045439	4	107238125			AIMP1;TBCK;AIMP1;TBCK;AIMP1;TBCK;TBCK	NM_004757;NM_001163437;NM_001142416;NM_033115;NM_001142415;NM_001163435;NM_001163436	5'UTR;TSS1500;Body;TSS1500;5'UTR;TSS1500;TSS1500			ClassC		NA	0
cg00045515	20	35723332			RBL1;RBL1	NM_183404;NM_002895	Body;Body	chr20:35724039-35724644	N_Shore	ClassA	chr20:35724039-35724644*N_Shore	2	0
cg00045532	12	38493714								ClassD		NA	1
cg00045607	1	161039690			ARHGAP30;ARHGAP30;ARHGAP30;ARHGAP30	NM_181720;NM_001025598;NM_181720;NM_001025598	1stExon;5'UTR;5'UTR;1stExon			ClassC		NA	0
cg00045689	1	236017185	rs60807396		LYST;MIR1537	NM_000081;NR_031718	5'UTR;TSS1500			ClassC		NA	0
cg00045690	6	32825897			PSMB9;PSMB9	NM_002800;NM_148954	Body;Body	chr6:32820849-32822370	S_Shelf	ClassA	chr6:32820849-32822370*S_Shelf	15	0
cg00045748	22	42908796			RRP7A	NM_015703	3'UTR	chr22:42909975-42910247	N_Shore	ClassA	chr22:42909975-42910247*N_Shore	1	1
cg00045753	9	123630545			PHF19	NM_015651	Body	chr9:123631106-123631672	N_Shore	ClassA	chr9:123631106-123631672*N_Shore	1	0
cg00045762	5	167181762			ODZ2	NM_001122679	Body			ClassC		NA	0
cg00045787	16	69318027	rs1058482		SNTB2	NM_006750	Body			ClassC		NA	0
cg00045900	8	144892464			SCRIB;SCRIB	NM_015356;NM_182706	Body;Body	chr8:144892920-144893468	N_Shore	ClassA	chr8:144892920-144893468*N_Shore	2	0
cg00045902	10	134222218			PWWP2B;PWWP2B	NM_138499;NM_001098637	3'UTR;Body	chr10:134218268-134219615	S_Shelf	ClassA	chr10:134218268-134219615*S_Shelf	7	0
cg00045910	10	23466070						chr10:23462224-23463889	S_Shelf	ClassB	chr10:23462224-23463889*S_Shelf	1	0
cg00046018	1	202318086			PPP1R12B;PPP1R12B;PPP1R12B;PPP1R12B	NM_001167857;NM_032105;NM_001167858;NM_002481	1stExon;1stExon;1stExon;1stExon	chr1:202317657-202318196	Island	ClassA	chr1:202317657-202318196*Island	8	0
cg00046021	7	100858451			PLOD3	NM_001084	Body	chr7:100860297-100861029	N_Shore	ClassA	chr7:100860297-100861029*N_Shore	4	0
cg00046026	20	61950761			COL20A1	NM_020882	Body	chr20:61951346-61951549	N_Shore	ClassA	chr20:61951346-61951549*N_Shore	2	0
cg00046041	16	21531503			SLC7A5P2	NR_002594	Body	chr16:21531112-21532123	Island	ClassA	chr16:21531112-21532123*Island	5	0
cg00046099	X	54556443			GNL3L	NM_019067	TSS200	chrX:54556428-54556959	Island	ClassA	chrX:54556428-54556959*Island	10	0
cg00046105	1	233112527			C1orf57	NM_032324	Body			ClassC		NA	0
cg00046156	5	2109785		rs78238619				chr5:2111836-2112484	N_Shelf	ClassB	chr5:2111836-2112484*N_Shelf	1	0
cg00046336	2	118617230		rs62192648				chr2:118616575-118618163	Island	ClassB	chr2:118616575-118618163*Island	5	0
cg00046410	1	35581062			ZMYM1	NM_024772	3'UTR			ClassC		NA	0
cg00046499	3	154146183			GPR149	NM_001038705	Body	chr3:154146347-154146965	N_Shore	ClassA	chr3:154146347-154146965*N_Shore	3	0
cg00046537	5	134210707			TXNDC15	NM_024715	Body	chr5:134209887-134210504	S_Shore	ClassA	chr5:134209887-134210504*S_Shore	4	0
cg00046560	15	101835624			SNRPA1	NM_003090	TSS200	chr15:101834943-101835946	Island	ClassA	chr15:101834943-101835946*Island	7	0
cg00046623	8	52320263			PXDNL	NM_144651	Body	chr8:52321162-52322221	N_Shore	ClassA	chr8:52321162-52322221*N_Shore	4	0
cg00046625	1	66258760	rs72931353		PDE4B;PDE4B	NM_001037341;NM_002600	5'UTR;TSS200	chr1:66258440-66258918	Island	ClassA	chr1:66258440-66258918*Island	3	0
cg00046744	12	12418545			LRP6	NM_002336	Body	chr12:12419679-12420541	N_Shore	ClassA	chr12:12419679-12420541*N_Shore	7	0
cg00046802	9	130460675						chr9:130461543-130461839	N_Shore	ClassB	chr9:130461543-130461839*N_Shore	2	0
cg00046815	12	75723857			CAPS2	NM_032606	TSS200	chr12:75723829-75724206	Island	ClassA	chr12:75723829-75724206*Island	12	0
cg00046899	13	97777690								ClassD		NA	0
cg00046913	16	1877150	rs28364709		HAGH;FAHD1;FAHD1;HAGH;FAHD1;HAGH;HAGH	NM_005326;NM_031208;NM_001018104;NM_001040427;NM_001142398;NM_005326;NM_001040427	5'UTR;TSS200;TSS200;5'UTR;TSS200;1stExon;1stExon	chr16:1876113-1877633	Island	ClassA	chr16:1876113-1877633*Island	15	0
cg00046991	17	30906423			MYO1D	NM_015194	Body			ClassC		NA	0
cg00047050	11	107879431			CUL5;CUL5	NM_003478;NM_003478	5'UTR;1stExon	chr11:107879500-107880398	N_Shore	ClassA	chr11:107879500-107880398*N_Shore	5	0
cg00047052	4	189578842						chr4:189580300-189580762	N_Shore	ClassB	chr4:189580300-189580762*N_Shore	1	0
cg00047079	13	79188975			RNF219	NM_024546	3'UTR			ClassC		NA	0
cg00047147	6	32922346			HLA-DMA	NM_006120	TSS1500			ClassC		NA	0
cg00047162	18	15000434						chr18:14997380-15000542	Island	ClassB	chr18:14997380-15000542*Island	7	1
cg00047185	19	54196849			MIR526B	NR_030190	TSS1500			ClassC		NA	0
cg00047287	22	51016899			CPT1B;CPT1B;CPT1B;CHKB-CPT1B;CPT1B;CPT1B;CPT1B;CPT1B	NM_152246;NM_001145137;NM_001145135;NR_027928;NM_152245;NM_001145136;NM_001145134;NM_004377	TSS200;TSS1500;5'UTR;Body;5'UTR;5'UTR;5'UTR;TSS200	chr22:51016253-51017020	Island	ClassA	chr22:51016253-51017020*Island	10	0
cg00047338	17	79414734	rs34815160	rs36114829	BAHCC1	NM_001080519	Body	chr17:79415492-79415783	N_Shore	ClassA	chr17:79415492-79415783*N_Shore	4	0
cg00047469	9	116172568			POLE3;C9orf43;POLE3	NR_027261;NM_152786;NM_017443	Body;TSS1500;Body	chr9:116172303-116173090	Island	ClassA	chr9:116172303-116173090*Island	3	0
cg00047501	2	201680860			BZW1;BZW1L1	NM_014670;NR_026584	Body;TSS1500	chr2:201675989-201677306	S_Shelf	ClassA	chr2:201675989-201677306*S_Shelf	4	0
cg00047532	6	42882406			PTCRA	NM_138296	TSS1500	chr6:42879279-42879623	S_Shelf	ClassA	chr6:42879279-42879623*S_Shelf	3	0
cg00047553	6	33090304			HLA-DPB2	NR_001435	Body			ClassC		NA	1
cg00047683	16	72034122			PKD1L3	NM_181536	TSS1500			ClassC		NA	0
cg00047694	16	86377053			LOC732275	NR_024406	Body			ClassC		NA	0
cg00047753	17	8244936	rs7213495		ODF4	NM_153007	Body			ClassC		NA	0
cg00047815	22	45311501			PHF21B;PHF21B	NM_138415;NM_001135862	Body;Body	chr22:45312218-45312475	N_Shore	ClassA	chr22:45312218-45312475*N_Shore	2	0
cg00047843	12	83321412			TMTC2	NM_152588	Body			ClassC		NA	0
cg00047844	17	77752442			CBX2;CBX2	NM_005189;NM_032647	Body;Body	chr17:77752051-77752772	Island	ClassA	chr17:77752051-77752772*Island	5	0
cg00048178	6	13488257			GFOD1	NM_018988	TSS1500	chr6:13486324-13488792	Island	ClassA	chr6:13486324-13488792*Island	17	0
cg00048370	6	164506939								ClassD		NA	0
cg00048381	1	154587507	rs4845383		ADAR	NM_001025107	5'UTR			ClassC		NA	0
cg00048436	5	32709071						chr5:32709910-32714450	N_Shore	ClassB	chr5:32709910-32714450*N_Shore	5	0
cg00048697	4	56459255			PDCL2	NM_152401	TSS1500			ClassC		NA	0
cg00048705	6	170563326		rs7770795				chr6:170564873-170565152	N_Shore	ClassB	chr6:170564873-170565152*N_Shore	1	0
cg00048743	5	140782367			PCDHGA4;PCDHGA6;PCDHGA9;PCDHGA1;PCDHGA8;PCDHGA5;PCDHGB1;PCDHGB4;PCDHGA3;PCDHGA9;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGB3	NM_018917;NM_018919;NM_018921;NM_018912;NM_032088;NM_018918;NM_018922;NM_003736;NM_018916;NM_032089;NM_018915;NM_018920;NM_018923;NM_018925;NM_018924	Body;Body;TSS200;Body;Body;Body;Body;Body;Body;TSS200;Body;Body;Body;Body;Body	chr5:140779013-140779659	S_Shelf	ClassA	chr5:140779013-140779659*S_Shelf	6	0
cg00048746	17	42976844			CCDC103;EFTUD2;EFTUD2;EFTUD2;EFTUD2	NM_213607;NM_004247;NM_001142605;NM_001142605;NM_004247	TSS1500;1stExon;5'UTR;1stExon;5'UTR	chr17:42976710-42977118	Island	ClassA	chr17:42976710-42977118*Island	6	0
cg00048759	7	99775422			STAG3;GPC2	NM_012447;NM_152742	TSS200;TSS1500	chr7:99774733-99775583	Island	ClassA	chr7:99774733-99775583*Island	14	0
cg00048832	5	161274631		rs41303354	GABRA1;GABRA1;GABRA1;GABRA1;GABRA1	NM_001127645;NM_001127646;NM_001127644;NM_000806;NM_001127643	TSS1500;TSS1500;TSS1500;5'UTR;TSS200			ClassC		NA	0
cg00048838	6	27806471			HIST1H2BN;HIST1H2AK	NM_003520;NM_003510	1stExon;TSS1500	chr6:27805843-27806853	Island	ClassA	chr6:27805843-27806853*Island	14	1
cg00049033	16	49317080			CBLN1	NM_004352	TSS1500	chr16:49316997-49317263	Island	ClassA	chr16:49316997-49317263*Island	2	0
cg00049047	5	37838425			GDNF	NM_000514	5'UTR	chr5:37836747-37840726	Island	ClassA	chr5:37836747-37840726*Island	23	0
cg00049102	13	72420299			DACH1;DACH1;DACH1	NM_004392;NM_080760;NM_080759	Body;Body;Body			ClassC		NA	0
cg00049156	1	93643903			TMED5;TMED5;TMED5	NM_016040;NR_030761;NM_001167830	Body;Body;Body	chr1:93645432-93646471	N_Shore	ClassA	chr1:93645432-93646471*N_Shore	1	0
cg00049253	1	231473541			EXOC8;C1orf124;EXOC8;C1orf124	NM_175876;NM_032018;NM_175876;NM_001010984	5'UTR;TSS200;1stExon;TSS200	chr1:231473012-231474382	Island	ClassA	chr1:231473012-231474382*Island	14	0
cg00049286	2	120436657	rs2272054		TMEM177;TMEM177;TMEM177	NM_001105199;NM_030577;NM_001105198	TSS200;TSS200;TSS200	chr2:120436530-120437010	Island	ClassA	chr2:120436530-120437010*Island	7	0
cg00049323	5	472564			LOC25845	NR_024158	Body	chr5:472600-474261	N_Shore	ClassA	chr5:472600-474261*N_Shore	5	0
cg00049330	18	59854195			PIGN;PIGN;PIGN;PIGN;KIAA1468	NM_176787;NM_012327;NM_176787;NM_012327;NM_020854	5'UTR;5'UTR;1stExon;1stExon;TSS1500	chr18:59853977-59855252	Island	ClassA	chr18:59853977-59855252*Island	9	0
cg00049380	16	84166874			HSDL1;HSDL1	NM_001146051;NM_031463	5'UTR;5'UTR			ClassC		NA	0
cg00049382	13	34250985								ClassD		NA	0
cg00049400	1	119575742			WARS2;WARS2	NM_201263;NM_015836	3'UTR;Body			ClassC		NA	0
cg00049411	17	43210103			PLCD3;ACBD4	NM_133373;NM_001135704	TSS1500;5'UTR	chr17:43209347-43210746	Island	ClassA	chr17:43209347-43210746*Island	8	0
cg00049440	9	73026643			KLF9	NM_001206	Body	chr9:73027330-73029184	N_Shore	ClassA	chr9:73027330-73029184*N_Shore	1	0
cg00049475	10	29923736			SVIL;SVIL;SVIL	NM_021738;NM_021738;NM_003174	5'UTR;1stExon;5'UTR			ClassC		NA	0
cg00049502	12	112280971	rs4767068		C12orf47;MAPKAPK5;MAPKAPK5	NR_015404;NM_003668;NM_139078	TSS1500;Body;Body	chr12:112279692-112280714	S_Shore	ClassA	chr12:112279692-112280714*S_Shore	4	0
cg00049595	6	41650636						chr6:41650672-41651582	N_Shore	ClassB	chr6:41650672-41651582*N_Shore	2	0
cg00049616	13	100308186			CLYBL	NM_206808	Body	chr13:100310204-100310446	N_Shelf	ClassA	chr13:100310204-100310446*N_Shelf	1	0
cg00049664	16	66613334			CMTM2	NM_144673	TSS200	chr16:66612749-66613412	Island	ClassA	chr16:66612749-66613412*Island	11	0
cg00049691	1	149862133						chr1:149857769-149859470	S_Shelf	ClassB	chr1:149857769-149859470*S_Shelf	1	0
cg00049709	1	3057810			PRDM16;PRDM16	NM_022114;NM_199454	Body;Body	chr1:3059050-3059268	N_Shore	ClassA	chr1:3059050-3059268*N_Shore	7	0
cg00049718	1	115300559			CSDE1;CSDE1;CSDE1;CSDE1;CSDE1;CSDE1	NM_001130523;NM_007158;NM_001130523;NM_001007553;NM_001007553;NM_007158	5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon			ClassC		NA	0
cg00049729	5	55776345						chr5:55776604-55777233	N_Shore	ClassB	chr5:55776604-55777233*N_Shore	4	0
cg00049868	2	11245407								ClassD		NA	0
cg00049883	16	5554273								ClassD		NA	0
cg00049892	6	132162773			ENPP1	NM_006208	Body			ClassC		NA	0
cg00049894	7	156761024			NOM1	NM_138400	Body	chr7:156760878-156761236	Island	ClassA	chr7:156760878-156761236*Island	5	0
cg00049947	7	5821313	rs55763392		RNF216;RNF216	NM_207116;NM_207111	TSS200;TSS200	chr7:5820472-5821444	Island	ClassA	chr7:5820472-5821444*Island	9	1
cg00049973	17	58603597			APPBP2	NM_006380	TSS200	chr17:58603022-58603710	Island	ClassA	chr17:58603022-58603710*Island	9	0
cg00050133	4	178167583								ClassD		NA	0
cg00050152	5	180479829			BTNL9	NM_152547	Body	chr5:180479585-180480959	Island	ClassA	chr5:180479585-180480959*Island	6	0
cg00050224	17	78327956			RNF213;LOC100294362	NM_020914;NR_029376	Body;Body	chr17:78327673-78327966	Island	ClassA	chr17:78327673-78327966*Island	3	0
cg00050247	6	33216585						chr6:33216103-33217463	Island	ClassB	chr6:33216103-33217463*Island	41	0
cg00050250	2	135604452	rs12622574		ACMSD	NM_138326	Body			ClassC		NA	0
cg00050271	16	81743881			CMIP;CMIP	NM_198390;NM_030629	3'UTR;3'UTR			ClassC		NA	0
cg00050289	17	62550868			SMURF2	NM_022739	Body			ClassC		NA	0
cg00050294	1	2886818						chr1:2886589-2886923	Island	ClassB	chr1:2886589-2886923*Island	5	0
cg00050312	17	64299065			PRKCA	NM_002737	1stExon	chr17:64298047-64299617	Island	ClassA	chr17:64298047-64299617*Island	6	0
cg00050336	4	15377965	rs4530628		C1QTNF7;C1QTNF7	NM_001135170;NM_001135171	Body;5'UTR			ClassC		NA	0
cg00050375	6	43404828			ABCC10	NM_033450	Body			ClassC		NA	0
cg00050402	7	55073022		rs28531921				chr7:55072962-55073433	Island	ClassB	chr7:55072962-55073433*Island	3	0
cg00050482	16	73207213								ClassD		NA	0
cg00050496	12	110211701			MGC14436;MGC14436	NR_026662;NR_026661	TSS1500;TSS1500			ClassC		NA	0
cg00050555	16	2587651			PDPK1;PDPK1	NM_031268;NM_002613	TSS1500;TSS1500	chr16:2588034-2588556	N_Shore	ClassA	chr16:2588034-2588556*N_Shore	6	1
cg00050590	18	61637441			SERPINB8;SERPINB8;SERPINB8	NM_002640;NM_198833;NM_001031848	5'UTR;5'UTR;5'UTR	chr18:61637425-61637941	Island	ClassA	chr18:61637425-61637941*Island	3	0
cg00050618	16	27414418			IL21R;IL21R	NM_181079;NM_181078	TSS200;5'UTR			ClassC		NA	0
cg00050654	4	4576493		rs76663815				chr4:4577004-4577448	N_Shore	ClassB	chr4:4577004-4577448*N_Shore	1	0
cg00050692	2	25524877			DNMT3A;DNMT3A;DNMT3A	NM_022552;NM_175630;NM_175629	Body;Body;Body			ClassC		NA	0
cg00050792	13	110804727			COL4A1	NM_001845	Body			ClassC		NA	0
cg00050872	7	128092224	rs10228542					chr7:128095678-128096197	N_Shelf	ClassB	chr7:128095678-128096197*N_Shelf	1	0
cg00050873	Y	9363356			TSPY4;FAM197Y2	NM_001164471;NR_001553	Body;TSS1500	chrY:9363680-9363943	N_Shore	ClassA	chrY:9363680-9363943*N_Shore	2	0
cg00050938	3	50296100			GNAI2;GNAI2	NM_002070;NM_001166425	3'UTR;3'UTR	chr3:50297440-50298097	N_Shore	ClassA	chr3:50297440-50298097*N_Shore	2	0
cg00050984	2	210288967			MAP2;MAP2	NM_001039538;NM_001039538	1stExon;5'UTR	chr2:210288413-210288798	S_Shore	ClassA	chr2:210288413-210288798*S_Shore	3	0
cg00051068	20	10655610			JAG1	NM_000214	TSS1500	chr20:10652573-10655611	Island	ClassA	chr20:10652573-10655611*Island	17	0
cg00051154	2	237079099						chr2:237080188-237080432	N_Shore	ClassB	chr2:237080188-237080432*N_Shore	6	0
cg00051179	5	161274695	rs35046751		GABRA1;GABRA1;GABRA1;GABRA1;GABRA1;GABRA1	NM_001127645;NM_001127643;NM_001127643;NM_001127646;NM_001127644;NM_000806	TSS1500;1stExon;5'UTR;TSS1500;TSS1500;5'UTR			ClassC		NA	0
cg00051307	5	72524193						chr5:72526203-72526497	N_Shelf	ClassB	chr5:72526203-72526497*N_Shelf	1	0
cg00051371	7	75442678		rs2302007	CCL24	NM_002991	Body			ClassC		NA	0
cg00051483	7	150211811	rs73726885	rs7810595	GIMAP7	NM_153236	TSS200			ClassC		NA	0
cg00051510	6	41338082						chr6:41339236-41340027	N_Shore	ClassB	chr6:41339236-41340027*N_Shore	4	1
cg00051546	2	233388901						chr2:233386614-233389161	Island	ClassB	chr2:233386614-233389161*Island	8	0
cg00051590	6	31759486			VARS	NM_006295	Body	chr6:31763240-31763905	N_Shelf	ClassA	chr6:31763240-31763905*N_Shelf	26	0
cg00051595	6	31789985								ClassD		NA	0
cg00051623	11	104907029			CASP1;CASP1;CASP1;CASP1;CASP1	NM_001223;NM_033292;NM_033294;NM_033293;NM_033295	Body;Body;Body;Body;Body			ClassC		NA	1
cg00051662	10	96521086			CYP2C19	NM_000769	TSS1500			ClassC		NA	0
cg00051704	22	21353809						chr22:21354247-21354504	N_Shore	ClassB	chr22:21354247-21354504*N_Shore	1	0
cg00051782	3	193859210						chr3:193858770-193859695	Island	ClassB	chr3:193858770-193859695*Island	2	0
cg00051818	7	66367658	rs75015264					chr7:66368772-66369612	N_Shore	ClassB	chr7:66368772-66369612*N_Shore	2	0
cg00051952	X	153605299						chrX:153606334-153608237	N_Shore	ClassB	chrX:153606334-153608237*N_Shore	2	0
cg00051979	10	95462161			C10orf4;C10orf4	NM_145246;NM_145246	5'UTR;1stExon	chr10:95462160-95462500	Island	ClassA	chr10:95462160-95462500*Island	12	0
cg00052046	20	3213682			SLC4A11	NM_032034	Body	chr20:3214696-3214927	N_Shore	ClassA	chr20:3214696-3214927*N_Shore	2	0
cg00052246	3	71106252	rs9823106		FOXP1	NM_032682	Body			ClassC		NA	0
cg00052290	10	89578072	rs74146227		ATAD1;CFLP1	NM_032810;NR_028492	TSS200;Body	chr10:89577481-89578287	Island	ClassA	chr10:89577481-89578287*Island	13	0
cg00052385	8	134580580			ST3GAL1;ST3GAL1	NM_003033;NM_173344	5'UTR;5'UTR	chr8:134581969-134584875	N_Shore	ClassA	chr8:134581969-134584875*N_Shore	3	0
cg00052422	3	41240987			CTNNB1;CTNNB1;CTNNB1;CTNNB1;CTNNB1;CTNNB1	NM_001904;NM_001098209;NM_001098209;NM_001904;NM_001098210;NM_001098210	5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR	chr3:41240162-41241631	Island	ClassA	chr3:41240162-41241631*Island	8	0
cg00052433	16	87447278			ZCCHC14	NM_015144	Body	chr16:87447699-87448131	N_Shore	ClassA	chr16:87447699-87448131*N_Shore	3	0
cg00052482	1	151226139			PSMD4	NM_002810	TSS1500			ClassC		NA	0
cg00052550	2	238969457			SCLY	NM_016510	TSS200	chr2:238969080-238969919	Island	ClassA	chr2:238969080-238969919*Island	9	0
cg00052561	19	11708537			ZNF627	NM_145295	Body	chr19:11708277-11708683	Island	ClassA	chr19:11708277-11708683*Island	4	1
cg00052578	3	132843565			TMEM108;TMEM108	NM_001136469;NM_023943	5'UTR;5'UTR			ClassC		NA	0
cg00052588	16	89672139	rs1991508							ClassD		NA	0
cg00052626	1	15850842			CASP9;CASP9	NM_032996;NM_001229	TSS200;TSS200	chr1:15851106-15851581	N_Shore	ClassA	chr1:15851106-15851581*N_Shore	7	1
